5804ad517334ed6ba172b06b132981ec,"Only leaders of true Marxist-Leninist parties and emissaries from the DPRK, Vietnam, Cuba, Romania, Laos, Kampuchea, People's Democratic Republic of Yemen , Nicaragua, Iran and Iraq were allowed to enter Tirana from abroad. Telegrams of condolences sent from foreign countries, including from the USSR, Italy and Yugoslavia, were sent back, except for condolences from F. Castro, N. Ceausescu and Kim Il-Sung. Farewell to Khoja took place in the palace named after Stalin in Tirana.",只 有 来 自 朝 鲜 、 越 南 、 古 巴 、 罗 马 尼 亚 、 老 挝 、 柬 埔 寨 、 也 门 人 民 民 主 共 和 国 、 尼 加 拉 瓜 、 伊 朗 和 伊 拉 克 的 真 正 的 马 克 思 列 宁 主 义 政 党 的 领 导 人 和 特 使 才 能 从 国 外 进 入 地 拉 那 。 除 了 来 自 菲 德 尔 · 卡 斯 特 罗 、 尼 古 拉 · 齐 奥 塞 斯 库 和 金 日 成 的 哀 悼 外 ， 包 括 苏 联 、 意 大 利 和 南 斯 拉 夫 在 内 的 其 他 国 家 的 哀 悼 电 报 都 被 打 回 。 告 别 霍 查 的 仪 式 在 地 拉 那 的 斯 大 林 宫 中 举 行 。
638926a73654dd5f612f3ea8243e9b65,"Only leaders of true Marxist-Leninist parties and emissaries from the DPRK, Vietnam, Cuba, Romania, Laos, Kampuchea, People's Democratic Republic of Yemen, Nicaragua, Iran and Iraq were allowed to enter Tirana from abroad. We were sternly denied arriving on the funeral.",只 有 来 自 朝 鲜 、 越 南 、 古 巴 、 罗 马 尼 亚 、 老 挝 、 柬 埔 寨 、 也 门 人 民 民 主 共 和 国 、 尼 加 拉 瓜 、 伊 朗 和 伊 拉 克 等 真 正 的 马 克 思 列 宁 主 义 政 党 的 领 导 人 和 特 使 才 能 从 国 外 进 入 地 拉 那 。 我 们 被 严 拒 出 席 葬 礼 。
43a697a133f042d4e04a5615c12c5c4a,Withdrawal from the Politburo and Party onservatives and their replacement by supporters of the deepening of reforms led to the beginning of the implementation of the radical reform of all spheres of Soviet society.,党 内 的 保 守 派 退 出 政 治 局 ， 取 而 代 之 的 是 深 化 改 革 的 支 持 者 ， 这 使 苏 联 社 会 各 领 域 得 以 开 始 彻 底 的 改 革 。
a10887c1e7e067a3bfcf0135b1706244,Decisions of the Council of Ministers of the USSR On the procedure for the establishment of joint ventures in the territory of the USSR with the participation of Soviet organizations and firms of capitalist and developing countries and On the creation of cooperatives for the production of consumer goods were accepted.,苏 联 部 长 会 议 提 出 一 项 决 议 ， 决 议 旨 在 建 立 一 套 程 序 ， 批 准 与 苏 联 组 织 、 资 本 企 业 、 发 展 中 国 家 等 ， 在 苏 联 境 内 建 立 合 资 企 业 与 合 作 社 ， 用 于 生 产 消 费 品 。
5a5dc8000f67c0f0d8a033e3928f0860,"At the XXVII Congress of the CPSU in early 1986, task  1 was  the accelerated development of machine building, in which the basis for the rapid rearmament of the entire national economy was seen. The acceleration program outlined an advance (1.7 times) the development of engineering in relation to the entire industry and the achievement of a world-class level in the late 1990s.",1 9 8 6 年 初 的 苏 共 第 二 十 七 届 大 会 提 出 ， 当 前 首 要 任 务 是 加 快 机 械 制 造 行 业 的 发 展 ， 我 们 视 其 为 迅 速 重 整 全 体 国 民 经 济 的 基 础 。   加 速 计 划 概 要 如 下 ， （ 预 计 以 1 . 7 倍 速 度 ） 优 先 发 展 所 有 与 该 行 业 相 关 的 工 程 ， 并 于 2 0 世 纪 9 0 年 代 末 期 达 到 世 界 一 流 水 平 。
af0b6d39db154aceb1ebd046f5b17e3d,"Panel on the right is showing general information about the current situation. It shows:a) Relations with the USA. Try to evade conflicts with them. Every time when relations become less than 0, Defcon (a number which shows how close is the world to a large-scale conflict) becomes lower, and you will get a crisis event. When Defcon is less than 2, your only choice will be to start a detente, which costs some money, or to start cooperating with the USA, which will cost some of leninism's achievements (some doctrines will become more pro-american). Or you can just nuke the imperialists (if you want to). However, depending on some factions' positions majority in the Supreme Council, detente can be your only available option. If relations are more than 100, Defcon will rise, but not higher than 5.b) Income. It shows how much money you gain or spend (if the number is negative) at the end of each turn. Income (or spendings, excluding event and map actions spendings) arrives every 2 turns.) Relations with China. It works similarly to the USA relations, but they don't affect Defcon. If relations are too low, China will make agressive actions. But in that case you can rely on the power of your army. Or financial resources",右 边 的 面 板 显 示 了 有 关 当 前 情 况 的 一 般 信 息 。 它 上 面 有 ： a ） 与 美 国 的 关 系 。 尽 量 逃 避 与 他 们 的 冲 突 。 每 当 关 系 小 于 0 时 ， 战 备 等 级 （ 一 个 显 示 世 界 离 大 规 模 冲 突 有 多 接 近 的 数 字 ） 会 降 低 ， 同 时 你 将 遇 到 危 机 事 件 。 当 战 备 等 级 小 于 2 时 ， 你 唯 一 的 选 择 就 是 开 始 缓 和 。 你 要 么 花 一 笔 钱 ， 要 么 与 美 国 开 始 合 作 ， 这 将 毁 掉 一 些 列 宁 主 义 的 成 就 （ 一 些 学 说 将 变 得 更 加 亲 美 ） 。 要 不 然 你 也 可 以 只 是 为 帝 国 主 义 者 种 蘑 菇 （ 如 果 你 愿 意 的 话 ） 。 然 而 ， 根 据 一 些 派 系 在 最 高 苏 维 埃 中 的 多 数 席 位 ， 缓 和 可 能 是 你 唯 一 可 用 的 选 择 。 如 果 关 系 超 过 1 0 0 ， 战 备 等 级 将 上 升 ， 但 不 会 高 于 5 。 b ） 收 入 。 它 显 示 了 在 每 个 回 合 结 束 时 你 获 得 或 花 费 了 多 少 钱 （ 如 果 数 字 是 负 数 ） 。 收 入 （ 或 支 出 ， 不 包 括 事 件 和 地 图 行 动 支 出 ） 每 2 轮 结 算 一 次 。 c ） 与 中 国 的 关 系 。 它 与 美 国 关 系 类 似 ， 但 它 不 影 响 战 备 等 级 。 如 果 关 系 太 低 ， 中 国 将 采 取 激 进 行 动 。 在 这 种 情 况 下 ， 你 可 以 靠 军 队 或 钱 解 决 。
b770da8b166d61ce38d9fa4fd890b54c,"Much more advanced than NEP and including self-management policies. We used to accuse Tito of orporatism, but what are we doing now?..",比 新 经 济 政 策 更 先 进 ， 包 括 自 我 管 理 的 政 策 。   我 们 曾 经 指 责 铁 托 的 社 团 主 义 ， 但 我 们 现 在 在 做 什 么 呢 ？ . .
cc010fbdcda6490b2c9003d3407af868,"We must control prices if current situation changes, if there is excess of meat  it will be cheaper, if there is deficit, it will be more expensive.",如 果 情 况 有 变 ， 我 们 必 须 控 制 物 价 。 肉 多 则 贱 ， 肉 少 则 贵 。
69b0e47360c817cc2c75902fee928eb8,"Nuclear weapons is evil, with which we should fight. We will destroy our nukes for the sake of world peace.",核 武 器 就 是 恶 魔 ， 我 们 应 该 与 之 斗 争 。   为 了 世 界 和 平 ， 我 们 将 摧 毁 我 们 的 核 武 器 。
43e1fc65498b8ac45a7d65279732afab,"Economy isnt more liberal than New Economic Policy and head of state writes laws or Party/SC writes laws and Conservatives, Moderate and Stalinists are the majority or referendums are determining laws, republics loyalty is>70, opposition force is<50  ",经 济 政 策 不 比 新 经 济 政 策 更 自 由 。 国 家 元 首 制 定 法 律 ； 或 党 、 最 高 苏 维 埃 制 定 法 律 ， 保 守 派 、 温 和 派 和 斯 大 林 主 义 者 占 多 数 ； 或 公 民 投 票 决 定 法 律 ， 共 和 国 忠 诚 度   >   7 0 ， 反 对 派 力 量   <   5 0
24c633e17b0294df741d2cde05c50f1b,"Requires: Khrushchevs or no diplomatic relations with capitalists policy and Head of state writes laws or Party writes laws or the SC writes laws, and Conservatives and Trotskists are the majority in the SC or referendums are determining laws, republics loyalty is >70, opposition force is <50  ",要 求 ： 赫 鲁 晓 夫 主 义 ， 或 与 资 本 主 义 国 家 无 外 交 政 策 。 国 家 元 首 制 定 法 律 ； 或 党 制 定 法 律 ； 或 最 高 苏 维 埃 制 定 法 律 ， 保 守 派 和 托 派 在 最 高 苏 维 埃 中 占 多 数 ； 或 全 民 公 投 决 定 法 律 ， 共 和 国 忠 诚 度   >   7 0 ， 反 对 派 力 量   <   5 0
2c1556c85f7736992a0d7ebf795debcb,"Requires: Khrushchevs or no diplomatic relations with capitalists policy and Head of state writes laws or Party writes laws or the SC writes laws, and Moderate and Conservatives are the majority in the SC or referendums are determining laws, republics loyalty is >70, opposition force is <50  ",要 求 ： 赫 鲁 晓 夫 主 义 ， 或 与 资 本 主 义 国 家 无 外 交 政 策 。 国 家 元 首 制 定 法 律 ； 或 党 制 定 法 律 ； 或 最 高 苏 维 埃 制 定 法 律 ， 温 和 派 和 保 守 派 在 最 高 苏 维 埃 中 占 多 数 ； 或 全 民 公 投 决 定 法 律 ， 共 和 国 忠 诚 度   >   7 0 ， 反 对 派 力 量   <   5 0
621ed2937315e7fb6a4332bb881babda,"Requires: Khrushchevs or no diplomatic relations with capitalists policy and Head of state writes laws or Party writes laws or the SC writes laws, and Liberals and Trotskists are the majority in the SC or referendums are determining laws, republics loyalty is >70, opposition force is <50  ",要 求 ： 赫 鲁 晓 夫 主 义 ， 或 与 资 本 主 义 国 家 无 外 交 政 策 。 国 家 元 首 制 定 法 律 ； 或 党 制 定 法 律 ； 或 最 高 苏 维 埃 制 定 法 律 ， 自 由 派 和 托 派 在 最 高 苏 维 埃 中 占 多 数 ； 或 全 民 公 投 决 定 法 律 ， 共 和 国 忠 诚 度   >   7 0 ， 反 对 派 力 量   <   5 0
8a36a72f45ddd2f286040e900c08a3d0,"Requires: No diplomatic relations or Khrushchevs policy and Head of state writes laws or Party writes laws or the SC writes laws, and Trotskists and Liberals are the majority in the SC or referendums are determining laws, republics loyalty is >70, opposition force is <50  ",要 求 ： 无 外 交 关 系 ， 或 赫 鲁 晓 夫 主 义 政 策 。 国 家 元 首 制 定 法 律 ； 或 党 制 定 法 律 ； 或 最 高 苏 维 埃 制 定 法 律 ， 托 派 和 自 由 派 在 最 高 苏 维 埃 中 占 多 数 ； 或 全 民 公 投 决 定 法 律 ， 共 和 国 忠 诚 度   >   7 0 ， 反 对 派 力 量   <   5 0
63877f4e4408dca04a294b2e8ccfc07b,"Requires: No diplomatic relations,  Khrushchevs or Brezhnevs policy and Head of state writes laws or Party writes laws or the SC writes laws, and Conservatives and Stalinists are the majority in the SC or referendums are determining laws, republics loyalty is >70, opposition force is <50  ",要 求 ： 无 外 交 关 系 ， 或 赫 鲁 晓 夫 主 义 ， 或 勃 列 日 涅 夫 主 义 政 策 。 国 家 元 首 制 定 法 律 ； 或 党 制 定 法 律 ； 或 最 高 苏 维 埃 制 定 法 律 ， 保 守 派 和 斯 大 林 主 义 者 在 最 高 苏 维 埃 中 占 多 数 ； 或 全 民 公 投 决 定 法 律 ， 共 和 国 忠 诚 度   >   7 0 ， 反 对 派 力 量   <   5 0
e7bd624d548f1cb87aee0495bb134347,"Requires: Co-existence, Brezhnevs or Khrushchevs policy and Head of state writes laws or Party writes laws or the SC writes laws, and Conservatives and Stalinists are the majority in the SC or referendums are determining laws, republics loyalty is >70, opposition force is <50  ",要 求 ： 共 存 ， 或 勃 列 日 涅 夫 主 义 ， 或 赫 鲁 晓 夫 主 义 政 策 。 国 家 元 首 制 定 法 律 ； 或 党 制 定 法 律 ； 或 最 高 苏 维 埃 制 定 法 律 ， 保 守 派 和 斯 大 林 主 义 者 在 最 高 苏 维 埃 中 占 多 数 ； 或 全 民 公 投 决 定 法 律 ， 共 和 国 忠 诚 度   >   7 0 ， 反 对 派 力 量   <   5 0
7ff6c054552e5c583b0da1a84946ad36,"Requires: Co-existence, Brezhnevs or new thinking policy and Head of state writes laws or Party writes laws or the SC writes laws and Moderate, Reformers are the majority in the SC, Moderate>Reformers or referendums are determining laws, republics loyalty is > 70, opposition force is < 50  ",要 求 ： 共 存 ， 或 勃 列 日 涅 夫 主 义 ， 或 新 思 维 政 策 。 国 家 元 首 制 定 法 律 ； 或 党 制 定 法 律 ； 或 最 高 苏 维 埃 制 定 法 律 ， 温 和 派 和 改 革 派 在 最 高 苏 维 埃 中 占 多 数 ， 温 和 派 多 于 改 革 派 ； 或 全 民 公 投 决 定 法 律 ， 共 和 国 忠 诚 度   >   7 0 ， 反 对 派 力 量   <   5 0
3bb5d53434ac772f40c1219f451fa66c,"Requires: No diplomatic relations with the capitalists or Khrushchevs policy and Head of state writes laws or Party writes laws and Conservatives and Trotskists are the majority or the SC writes laws and Conservatives and Trotskists are the majority, DEFCON<5 or referendums are determining laws, republics loyalty is >70, opposition force is <50, DEFCON<3  ",要 求 ： 与 资 本 主 义 国 家 无 外 交 ， 或 赫 鲁 晓 夫 主 义 政 策 。 国 家 元 首 制 定 法 律 ； 或 党 制 定 法 律 ， 保 守 派 和 托 派 在 最 高 苏 维 埃 中 占 多 数 ； 或 最 高 苏 维 埃 制 定 法 律 ， 保 守 派 和 托 派 在 最 高 苏 维 埃 中 占 多 数 ， 战 备 等 级   <   5 ； 或 全 民 公 投 决 定 法 律 ， 共 和 国 忠 诚 度   >   7 0 ， 反 对 派 力 量   <   5 0 ， 战 备 等 级   <   3
051a35d68cd2d4b4500fa742edc2ac1b,"Requires: Brezhnevs, Khrushchevs or co-existence policy and Head of state writes laws or Party writes laws or the SC writes laws, and Conservatives and Stalinists are the majority in the SC or referendums are determining laws, republics loyalty is >70, opposition force is <50  ",要 求 ： 勃 列 日 涅 夫 主 义 ， 或 赫 鲁 晓 夫 主 义 ， 或 共 存 政 策 。 国 家 元 首 制 定 法 律 ； 或 党 制 定 法 律 ； 或 最 高 苏 维 埃 制 定 法 律 ， 保 守 派 和 斯 大 林 主 义 者 在 最 高 苏 维 埃 占 多 数 ； 或 全 民 公 投 决 定 法 律 ， 共 和 国 忠 诚 度   >   7 0 ， 反 对 派 力 量   <   5 0
960f2fb612f0fefe6e7d368553b37eea,"Requires: Brezhnevs, co-existence or new thinking policy and Head of state writes laws or Party writes laws or the SC writes laws, and Conservatives and Moderate are the majority in the SC or referendums are determining laws, republics loyalty is >70, opposition force is <50  ",要 求 ： 勃 列 日 涅 夫 主 义 ， 或 共 存 ， 或 新 思 维 政 策 。 国 家 元 首 制 定 法 律 ； 或 党 制 定 法 律 ； 或 最 高 苏 维 埃 制 定 法 律 ， 保 守 派 和 温 和 派 在 最 高 苏 维 埃 占 多 数 ； 或 全 民 公 投 决 定 法 律 ， 共 和 国 忠 诚 度   >   7 0 ， 反 对 派 力 量   <   5 0
5beb0e7199728b8c37979a563c8d1b50,"Requires: Khrushchevs or no diplomatic relations with capitalists policy and Head of state writes laws or Party writes laws or the SC writes laws, and Conservatives and Trotskists are the majority in the SC and Conservatives<Trotskists or referendums are determining laws, republics loyalty is >70, opposition force is <50, DEFCON<3  ",要 求 ： 赫 鲁 晓 夫 主 义 ， 或 与 资 本 主 义 国 家 无 外 交 政 策 。 国 家 元 首 制 定 法 律 ； 或 党 制 定 法 律 ； 或 最 高 苏 维 埃 制 定 法 律 ， 保 守 派 和 托 派 在 最 高 苏 维 埃 中 占 多 数 ； 或 全 民 公 投 决 定 法 律 ， 共 和 国 忠 诚 度   >   7 0 ， 反 对 派 力 量   <   5 0 ， 战 备 等 级   <   3
0622b9097b4a59b6186aad84c8206fdc,"Requires: Republics loyalty>90, opposition power<25 and Stalinists and Trotskists are the majority in the SC  ",要 求 ： 共 和 国 忠 诚 度   >   9 0 ， 反 对 派 力 量   <   2 5 ， 斯 大 林 主 义 者 和 托 派 在 最 高 苏 维 埃 占 多 数 。
05bcb618f71b6a48099dc249b2b581f5,"Requires: Head of state writes laws or Party writes laws and Reformers and Liberals are banned and Reformers loyalty >5 and Conservatives loyalty > 50, or Party writes laws and Trotskists, Stalinists and Conservatives are the majority and opposition force < 30 or referendums are determining laws, republics loyalty > 70, opposition force < 30  ",要 求 ： 国 家 元 首 制 定 法 律 ； 或 党 制 定 法 律 ， 改 革 派 和 自 由 派 被 禁 止 ， 改 革 派 忠 诚 度   >   5 ， 保 守 派 忠 诚 度   >   5 0 ； 或 党 制 定 法 律 ， 托 派 ， 斯 大 林 主 义 者 和 保 守 派 占 多 数 ， 反 对 力 量   <   3 0 ； 或 公 投 决 定 法 律 ， 共 和 国 忠 诚 度   >   7 0 ， 反 对 力 量   <   3 0
16488cc39610e892b352c8ac88dbddb8,"Requires: Head of state writes laws or Party writes laws or the SC writes laws and Conservatives, Stalinists, Moderates are the majority or referendums are determining laws and republics loyalty >70, opposition power <30  ",要 求 ： 国 家 元 首 制 定 法 律 ； 或 党 制 定 法 律 ； 或 最 高 苏 维 埃 制 定 法 律 ， 保 守 派 、 斯 大 林 主 义 者 、 温 和 派 占 多 数 ； 或 全 民 公 投 决 定 法 律 ， 共 和 国 忠 诚 度   >   7 0 ， 反 对 派 力 量   <   3 0
f7ae21921f88a3e797529ebc5f4ba8ea,"Requires: Head of state writes laws or Party writes laws or the SC writes laws and Reformers and Moderate are the majority and Moderate<Reformers or referendums are determining laws, republics loyalty is >70, opposition force is <30  ",要 求 ： 国 家 元 首 制 定 法 律 ； 或 党 制 定 法 律 ； 或 最 高 苏 维 埃 制 定 法 律 ， 改 革 派 和 温 和 派 在 最 高 苏 维 埃 占 多 数 ； 或 全 民 公 投 决 定 法 律 ， 共 和 国 忠 诚 度   >   7 0 ， 反 对 派 力 量   <   3 0
099a650150aceff663112d35d420302f,"Requires: Soviet Republic, Peoples Democracy, Chinese Democracy or Fractional Democracy and head of state writes laws or Party writes laws or the SC writes laws and Moderate, Stalinists and Conservatives are the majority in the SC or referendums are determining laws, republics loyalty is >70, opposition force is <30  ",要 求 ： 苏 维 埃 共 和 国 ， 或 人 民 民 主 ， 或 中 式 民 主 ， 或 有 限 民 主 。 国 家 元 首 制 定 法 律 ； 或 党 制 定 法 律 ； 或 最 高 苏 维 埃 制 定 法 律 ， 温 和 派 ， 斯 大 林 主 义 者 和 保 守 派 在 最 高 苏 维 埃 中 占 多 数 ， 斯 大 林 主 义 者 和 保 守 派 在 最 高 苏 维 埃 中 占 多 数 ； 或 全 民 公 投 决 定 法 律 ， 共 和 国 忠 诚 度   >   7 0 ， 反 对 派 力 量   <   5 0
